,experiment,target,lang,translator,model,tw,type,f1,support,soubor,tweet,red
264,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ua,cs,origin,bertweet,,all,54.8,298,r_ua_cs_origin_bertweet_epoch_reduced_2.csv,no,red
60,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ru,pl,origin,bertweet,,all,54.7,102,r_ru_pl_origin_bertweet_epoch_ref_tweet_reduced_3.csv,tweet,red
201,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ua,hu,helsinki,bert,,all,54.6,157,r_ua_hu_helsinki_bert_epoch_4.csv,no,no
306,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ru,cs,origin,bert,,all,60,431,r_ru_cs_origin_bert_epoch_2.csv,no,no
141,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ru,hu,deepl,bert,,all,54.4,139,r_ru_hu_deepl_bert_epoch_ref_tweet_4.csv,tweet,no
249,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ru,cs,helsinki,bert,,all,54.4,362,r_ru_cs_helsinki_bert_epoch_reduced_2.csv,no,red
187,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ru,cs,helsinki,bert,,all,54.2,431,r_ru_cs_helsinki_bert_epoch_ref_tweet_2.csv,tweet,no
52,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ua,hu,helsinki,bert,,all,54,107,r_ua_hu_helsinki_bert_epoch_ref_tweet_reduced_4.csv,tweet,red
181,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ua,cs,deepl,bertweet,,all,54,298,r_ua_cs_deepl_bertweet_epoch_reduced_2.csv,no,red
270,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ua,pl,origin,llama3,,all,53.5,160,r_ua_pl_origin_llama3_epoch_ref_tweet_5.csv,tweet,no
135,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ua,cs,deepl,bertweet,,all,53.4,410,r_ua_cs_deepl_bertweet_epoch_ref_tweet_2.csv,tweet,no
218,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ua,cs,helsinki,bertweet,,all,53.4,410,r_ua_cs_helsinki_bertweet_epoch_ref_tweet_2.csv,tweet,no
292,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ru,cs,helsinki,bertweet,,all,53.2,431,r_ru_cs_helsinki_bertweet_epoch_2.csv,no,no
93,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ru,hu,helsinki,bert,,all,52.8,139,r_ru_hu_helsinki_bert_epoch_ref_tweet_4.csv,tweet,no
197,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ua,hu,deepl,bertweet,,all,52.1,107,r_ua_hu_deepl_bertweet_epoch_ref_tweet_reduced_3.csv,tweet,red
39,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ru,pl,helsinki,bert,,all,51.7,143,r_ru_pl_helsinki_bert_epoch_2.csv,no,no
61,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ua,hu,origin,bertweet,,all,51.6,157,r_ua_hu_origin_bertweet_epoch_3.csv,no,no
119,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ua,hu,helsinki,bertweet,,all,51.6,157,r_ua_hu_helsinki_bertweet_epoch_3.csv,no,no
130,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ru,cs,origin,bertweet,,all,51.5,362,r_ru_cs_origin_bertweet_epoch_ref_tweet_reduced_2.csv,tweet,red
241,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ua,pl,deepl,bert,,all,62.7,160,r_ua_pl_deepl_bert_epoch_5.csv,no,no
85,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ru,pl,deepl,bertweet,,all,50.7,102,r_ru_pl_deepl_bertweet_epoch_reduced_3.csv,no,red
332,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ua,hu,deepl,bert,,all,50.4,157,r_ua_hu_deepl_bert_epoch_ref_tweet_4.csv,tweet,no
180,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ru,cs,deepl,bert,,all,50.3,431,r_ru_cs_deepl_bert_epoch_ref_tweet_2.csv,tweet,no
290,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ru,cs,origin,bertweet,,all,40.6,431,r_ru_cs_origin_bertweet_epoch_2.csv,no,no
34,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ru,hu,helsinki,bert,,all,50.1,139,r_ru_hu_helsinki_bert_epoch_4.csv,no,no
17,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ua,pl,deepl,llama3,,all,62.7,160,r_ua_pl_deepl_llama3_epoch_5.csv,no,no
74,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ru,pl,deepl,bert,,all,49.8,143,r_ru_pl_deepl_bert_epoch_ref_tweet_2.csv,tweet,no
226,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ru,pl,deepl,llama3,,all,64.3,143,r_ru_pl_deepl_llama3_epoch_5.csv,no,no
216,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ua,cs,helsinki,bert,,all,49.1,298,r_ua_cs_helsinki_bert_epoch_ref_tweet_reduced_3.csv,tweet,red
247,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ua,cs,origin,bertweet,,all,48.9,410,r_ua_cs_origin_bertweet_epoch_ref_tweet_2.csv,tweet,no
205,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ru,pl,origin,llama3,,all,48.4,143,r_ru_pl_origin_llama3_epoch_5.csv,no,no
68,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ru,pl,helsinki,bert,,all,48,143,r_ru_pl_helsinki_bert_epoch_ref_tweet_2.csv,tweet,no
147,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ua,hu,origin,bertweet,,all,47,107,r_ua_hu_origin_bertweet_epoch_ref_tweet_reduced_3.csv,tweet,red
59,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ua,hu,deepl,bertweet,,all,46.9,157,r_ua_hu_deepl_bertweet_epoch_ref_tweet_3.csv,tweet,no
206,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ua,pl,origin,bert,,all,46.8,160,r_ua_pl_origin_bert_epoch_5.csv,no,no
7,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ua,pl,helsinki,bertweet,,all,46.6,95,r_ua_pl_helsinki_bertweet_epoch_reduced_3.csv,no,red
132,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ru,hu,helsinki,bertweet,,all,45.6,139,r_ru_hu_helsinki_bertweet_epoch_3.csv,no,no
321,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ru,pl,helsinki,bertweet,,all,45.4,102,r_ru_pl_helsinki_bertweet_epoch_reduced_3.csv,no,red
63,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ua,hu,deepl,bert,,all,50.9,157,r_ua_hu_deepl_bert_epoch_4.csv,no,no
280,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ru,hu,deepl,bertweet,,all,43.9,139,r_ru_hu_deepl_bertweet_epoch_ref_tweet_3.csv,tweet,no
125,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ru,cs,deepl,bertweet,,all,54.1,362,r_ru_cs_deepl_bertweet_epoch_reduced_2.csv,no,red
150,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ru,pl,origin,bert,,all,43.2,143,r_ru_pl_origin_bert_epoch_2.csv,no,no
232,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ru,cs,origin,bertweet,,all,42.6,431,r_ru_cs_origin_bertweet_epoch_ref_tweet_2.csv,tweet,no
92,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ru,pl,origin,bertweet,,all,40.8,102,r_ru_pl_origin_bertweet_epoch_reduced_3.csv,no,red
322,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ua,cs,deepl,bertweet,,all,49.8,410,r_ua_cs_deepl_bertweet_epoch_2.csv,no,no
128,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ua,hu,deepl,bertweet,,all,44.1,157,r_ua_hu_deepl_bertweet_epoch_3.csv,no,no
72,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ru,pl,helsinki,bertweet,,all,39.3,143,r_ru_pl_helsinki_bertweet_epoch_ref_tweet_3.csv,tweet,no
21,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ru,cs,helsinki,bertweet,,all,37.6,362,r_ru_cs_helsinki_bertweet_epoch_ref_tweet_reduced_2.csv,tweet,red
143,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ru,hu,origin,bertweet,,all,37.5,139,r_ru_hu_origin_bertweet_epoch_ref_tweet_3.csv,tweet,no
229,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ua,pl,origin,bertweet,,all,37.5,160,r_ua_pl_origin_bertweet_epoch_ref_tweet_3.csv,tweet,no
18,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ru,pl,helsinki,bertweet,,all,37.4,143,r_ru_pl_helsinki_bertweet_epoch_3.csv,no,no
176,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ru,pl,origin,bertweet,,all,36.5,143,r_ru_pl_origin_bertweet_epoch_ref_tweet_3.csv,tweet,no
255,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ua,pl,helsinki,bert,,all,36.5,160,r_ua_pl_helsinki_bert_epoch_ref_tweet_5.csv,tweet,no
173,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ua,cs,helsinki,bertweet,,all,36.2,410,r_ua_cs_helsinki_bertweet_epoch_2.csv,no,no
204,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ua,pl,deepl,bertweet,,all,39.9,160,r_ua_pl_deepl_bertweet_epoch_3.csv,no,no
51,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ru,hu,helsinki,bertweet,,all,34.5,139,r_ru_hu_helsinki_bertweet_epoch_ref_tweet_3.csv,tweet,no
285,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ua,pl,origin,bert,,all,33.8,160,r_ua_pl_origin_bert_epoch_ref_tweet_5.csv,tweet,no
73,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ru,hu,origin,bertweet,,all,33.5,139,r_ru_hu_origin_bertweet_epoch_3.csv,no,no
198,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ua,pl,origin,bertweet,,all,31.3,160,r_ua_pl_origin_bertweet_epoch_3.csv,no,no
71,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bert', 'tweet': 'tweet', 'red': 'no'}",ru,pl,origin,bert,,all,31.1,143,r_ru_pl_origin_bert_epoch_ref_tweet_2.csv,tweet,no
326,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ua,pl,deepl,bertweet,,all,30.9,160,r_ua_pl_deepl_bertweet_epoch_ref_tweet_3.csv,tweet,no
284,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ru,pl,deepl,bertweet,,all,30.7,143,r_ru_pl_deepl_bertweet_epoch_ref_tweet_3.csv,tweet,no
244,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ru,pl,origin,bertweet,,all,30.5,143,r_ru_pl_origin_bertweet_epoch_3.csv,no,no
257,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ua,pl,helsinki,bertweet,,all,29.3,160,r_ua_pl_helsinki_bertweet_epoch_3.csv,no,no
199,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ua,pl,helsinki,bertweet,,all,27.6,160,r_ua_pl_helsinki_bertweet_epoch_ref_tweet_3.csv,tweet,no
328,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ua,hu,helsinki,bertweet,,all,27.6,157,r_ua_hu_helsinki_bertweet_epoch_ref_tweet_3.csv,tweet,no
50,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'no'}",ru,cs,helsinki,bertweet,,all,24.7,431,r_ru_cs_helsinki_bertweet_epoch_ref_tweet_2.csv,tweet,no
0,,,,,,,,,,,,
